InsCode,DEven,Idn,NumberOfShareNew,NumberOfShareOld
58903026391426893,20180908,1275,2038735849,7000000000
26881786652328215,20180908,1276,4154846154,12000000000
58903026391426893,20180908,1277,2038735849,7000000000
9211775239375291,20181127,1278,61503538554,33180587019
26881786652328215,20180908,1279,4154846154,12000000000
58903026391426893,20180908,1280,2038735849,7000000000
17834623106317041,20181128,1281,207166420,127166420
26881786652328215,20180908,1282,4154846154,12000000000
58903026391426893,20180908,1283,2038735849,7000000000
64358061873294912,20181201,1284,1346925307,200000000
17617474823279712,20181202,1285,900000000,800000000
26881786652328215,20180908,1286,4154846154,12000000000
58903026391426893,20180908,1287,2038735849,7000000000
26881786652328215,20180908,1288,4154846154,12000000000
58903026391426893,20180908,1289,2038735849,7000000000
26881786652328215,20180908,1290,4154846154,12000000000
58903026391426893,20180908,1291,2038735849,7000000000
26881786652328215,20180908,1292,4154846154,12000000000
58903026391426893,20180908,1293,2038735849,7000000000
49054891736433700,20181205,1294,2016000000,672000000
26881786652328215,20180908,1295,4154846154,12000000000
58903026391426893,20180908,1296,2038735849,7000000000
26881786652328215,20180908,1297,4154846154,12000000000
58903026391426893,20180908,1298,2038735849,7000000000
26881786652328215,20180908,1299,4154846154,12000000000
58903026391426893,20180908,1300,2038735849,7000000000
26881786652328215,20180908,1301,4154846154,12000000000
58903026391426893,20180908,1302,2038735849,7000000000
26881786652328215,20180908,1303,4154846154,12000000000
58903026391426893,20180908,1304,2038735849,7000000000
47348197320716810,20181215,1305,861000000,551000000
47333458678352378,20181215,1306,7000000000,6000000000
34641719089573667,20181216,1307,500000000,360000000
43622578471330344,20181218,1308,2735000000,1670000000
8977369674477111,20181218,1309,185000000,150000000
35425587644337450,20181223,1310,78000000000,60000000000
32357363984168442,20181223,1311,13800000000,9600000000
51971068201094874,20181230,1312,3402000000,2551500000
29247915161590165,20190101,1313,675000000,450000000
62977319271289925,20190102,1314,290000000,240000000
14073782708315535,20190106,1315,2000000000,1250000000
49054891736433700,20190109,1316,1680000000,2016000000
52792903131341205,20190113,1317,625000000,500000000
31879190587976736,20190113,1318,1119876222,250000000
55254206302462116,20190116,1319,2650000000,2000000000
67988012428906654,20190120,1320,625000000,500000000
40611478183231802,20190122,1321,474522000,120000000
70474983732269112,20190122,1322,525000000,210000000
46772701938567445,20190128,1323,3000000000,2500000000
9698674686691945,20190129,1324,124605000,87750000
52220424531578944,20190129,1325,500000000,300000000
49869693814643443,20190130,1326,1240000000,120788400
70289374539527245,20190130,1327,1100000000,650000000
44549439964296944,20190130,1328,1240000000,900000000
10919655792568926,20190130,1329,1240000000,480921600
67612261115225625,20190130,1330,1240000000,242122970
2944500421562364,20190206,1331,2650000000,1900000000
66450490505950110,20190210,1332,920223000,106200000
60350996279289099,20190213,1333,11000000000,7000000000
63830424809501048,20190217,1334,750000000,500000000
33406621820337161,20190217,1335,1134000000,756000000
56820995669577571,20190217,1336,400000000,240000000
7483280423474368,20190218,1337,2377382750,2191947000
32845891587040106,20190218,1338,2630000000,750000000
46348559193224090,20190219,1339,130000000000,75000000000
18027801615184692,20190220,1340,44000000000,33500000000
30765727085936322,20190220,1341,120000000,80000000
53449700212786324,20190223,1342,8000000000,4000000000
17330546482145553,20190226,1343,1861769476,828000000
31024260997481994,20190305,1344,245000000,200000000
44153164692325703,20190305,1345,1000000000,500000000
12752224677923341,20190309,1346,1262183447,400000000
11432067920374603,20190310,1347,800000000,400000000
18599703143458101,20190310,1348,4900000000,6000000000
63481599728522324,20190310,1349,4006632000,2706632000
5305844922895340,20190310,1350,480000000,350000000
43716452378323683,20190310,1351,500000000,300000000
11622051128546106,20190311,1352,1080000000,540000000
67327029014085707,20190311,1353,500000000,230000000
14231831499205396,20190311,1354,100000000,50000000
18599703143458101,20190312,1355,6000000000,4900000000
8915450910866216,20190313,1356,2504000000,240000000
28864540805361867,20190313,1357,19048697000,14472000000
63380098535169030,20190313,1358,270000000,200000000
35424116338766901,20190313,1359,2523904000,349000000
11640540339380126,20190313,1360,3520000000,630000000
68117765376081366,20190313,1361,1600000000,900000000
12329915567896606,20190313,1362,2355596000,1315596000
33611155027418901,20190313,1363,1330000000,1040000000
28320293733348826,20190316,1364,175353972000,57800000000
67126881188552864,20190317,1365,27000000000,20000000000
27952969918967492,20190317,1366,2600000000,2000000000
4528607775462304,20190317,1367,500000000,350000000
62346804681275278,20190317,1368,450000000,250000000
16410724132711490,20190317,1369,244705000,200000000
5516102131364383,20190317,1370,178000000,100000000
63917421733088077,20190318,1371,223926127000,45700000000
12329519546621752,20190318,1372,1000000000,800000000
32821908911812078,20190318,1373,799997068,499997068
37631109616997982,20190318,1374,400000000,201300000
61506294208022391,20190318,1375,226509000,200000000
47749661205825616,20190318,1376,1260000000,1200000000
3654864906585643,20190318,1377,245549000,160000000
13281937213456378,20190318,1378,602947306,471820306
48990026850202503,20190319,1379,2400000000,1500000000
6131290133202745,20190319,1380,93558000,35000000
71856634742001725,20190319,1381,3000000000,1800000000
13227300125161435,20190319,1382,1100000000,550000000
3823243780502959,20190319,1383,200000000,90000000
12746730665870442,20190319,1384,500000000,320000000
27216330574067832,20190325,1385,7447639000,3527829000
55897939403232751,20190409,1386,218000000,148000000
35700344742885862,20190414,1387,48000000000,36000000000
58931793851445922,20190414,1388,40300000000,34118389000
57944184894703821,20190417,1389,4800100000,3700100000
34557241988629814,20190417,1390,5800000000,3400000000
40808043719554948,20190422,1391,5500000000,4990000000
35948133957468680,20190423,1392,3400000000,2800000000
31078457170311964,20190424,1393,600000000,300000000
14231831499205396,20190513,1394,50000000,100000000
4528607775462304,20190515,1395,350000000,500000000
14231831499205396,20190515,1396,100000000,50000000
4528607775462304,20190519,1397,500000000,350000000
52220424531578944,20190520,1398,300000000,500000000
49054891736433700,20190522,1399,2016000000,1680000000
23936607891892333,20190522,1400,990000000,700000000
52220424531578944,20190522,1401,500000000,300000000
67327029014085707,20190522,1402,230000000,500000000
50633804639547462,20190522,1403,70000000,40000000
67988012428906654,20190525,1404,750000000,625000000
3823243780502959,20190528,1405,90000000,200000000
32525655729432562,20190529,1406,200000000,55000000
67327029014085707,20190529,1407,500000000,230000000
13227300125161435,20190529,1408,550000000,1100000000
14073782708315535,20190601,1409,1250000000,2000000000
3823243780502959,20190601,1410,200000000,90000000
19760719619611064,20190601,1411,85290997,83490997
13227300125161435,20190602,1412,1100000000,550000000
18027801615184692,20190603,1413,33500000000,44000000000
14073782708315535,20190603,1414,2000000000,1250000000
25357135030606405,20190608,1415,9000000000,7000000000
18027801615184692,20190609,1416,44000000000,33500000000
33406621820337161,20190609,1417,756000000,1134000000
68635710163497089,20190609,1418,19200000000,9600000000
33406621820337161,20190611,1419,1134000000,756000000
27952969918967492,20190617,1420,2000000000,2600000000
1358190916156744,20190617,1421,200000000,100000000
27952969918967492,20190619,1422,2600000000,2000000000
7483280423474368,20190622,1423,2739933750,2377382750
18599703143458101,20190622,1424,7000000000,6000000000
33808206014018431,20190622,1425,1644000000,1233000000
57944184894703821,20190625,1426,3700100000,4800100000
57944184894703821,20190630,1427,4800100000,3700100000
49869693814643443,20190701,1428,1860000000,1240000000
56550776668133562,20190701,1429,600000000,400000000
44549439964296944,20190701,1430,1860000000,1240000000
10919655792568926,20190701,1431,1860000000,1240000000
47377315952751604,20190701,1432,1000000000,600000000
67612261115225625,20190701,1433,1860000000,1240000000
18093681647131179,20190702,1434,600000000,370000000
36773155987365094,20190702,1435,800000000,600000000
34557241988629814,20190703,1436,3400000000,5800000000
35700344742885862,20190703,1437,36000000000,48000000000
69847139870135237,20190703,1438,200000000,100000000
34557241988629814,20190707,1439,5800000000,3400000000
35700344742885862,20190707,1440,48000000000,36000000000
48990026850202503,20190707,1441,1500000000,2400000000
71510396252618330,20190707,1442,370000000,170000000
58931793851445922,20190708,1443,34118389000,40300000000
48990026850202503,20190709,1444,2400000000,1500000000
41974758296041288,20190709,1445,1400000000,650000000
62603302940123327,20190709,1446,9350000000,7000000000
58931793851445922,20190710,1447,40300000000,34118389000
7483280423474368,20190715,1448,2377382750,2739933750
7483280423474368,20190717,1449,2739934000,2377382750
11432067920374603,20190720,1450,400000000,800000000
49188729526980541,20190720,1451,6000000000,1050000000
42075223783409640,20190721,1452,2645692846,1322846423
47333458678352378,20190722,1453,10000000000,7000000000
11432067920374603,20190722,1454,800000000,400000000
70474983732269112,20190723,1455,210000000,525000000
70934270174405743,20190723,1456,6000000000,2000000000
47377315952751604,20190723,1457,600000000,1000000000
16959429956899455,20190727,1458,420000000,210000000
60523145697836739,20190727,1459,2000000000,1500000000
37366608481858080,20190727,1460,2000000000,1500000000
60350996279289099,20190727,1461,7000000000,11000000000
60350996279289099,20190727,1462,7000000000,11000000000
60095061789823130,20190727,1463,2000000000,1500000000
60095061789823130,20190727,1464,2000000000,1500000000
70474983732269112,20190727,1465,525000000,210000000
47377315952751604,20190727,1466,1000000000,600000000
28431095903407567,20190728,1467,450000000,150000000
60350996279289099,20190729,1468,11000000000,7000000000
44850033148208596,20190730,1469,180000000,100000000
29747059672582491,20190731,1470,1084000000,542000000
51617145873056483,20190807,1471,44000000000,24000000000
9481703061634967,20190813,1472,4000000000,3000000000
51971068201094874,20190813,1473,5103000000,3402000000
30852391633490755,20190821,1474,1800000000,1000000000
57273529732791251,20190825,1475,1428840000,714420000
16405556680571453,20190901,1476,500000000,375000000
22941065011246116,20190902,1477,540000000,360000000
10919655792568926,20190904,1478,2000000000,1860000000
10919655792568926,20190907,1479,1860000000,2000000000
59142194115401696,20190917,1480,6000000000,5000000000
39751275523025334,20190917,1481,3250000000,2500000000
22490169030401337,20190918,1482,600000000,100000000
41781090739318251,20191001,1483,350000000,210000000
59266699437480384,20191006,1484,9000000000,6000000000
7745894403636165,20191013,1485,51000000000,20000000000
22903901709044823,20191013,1486,563000000,213000000
38555056423456635,20191013,1487,150000000,70000000
12638840758449459,20191014,1488,950000000,600000000
15917865009187760,20191026,1489,3200000000,1200000000
63830424809501048,20191102,1490,1000000000,750000000
3722699128879020,20191117,1491,1950000000,1000000000
60350996279289099,20191123,1492,15000000000,11000000000
11258722998911897,20191125,1493,6000000000,5000000000
65018804181564924,20191204,1494,2400000000,2000000000
24018878640527909,20191204,1495,35500000000,29000000000
19298748452450329,20191207,1496,3200000000,1800000000
35796086458096255,20191210,1497,8066220000,4628988000
6757220448540984,20191214,1498,1290085477,1075071231
64358061873294912,20191221,1499,1800000000,1346925307
408934423224097,20191221,1500,660000000,120000000
57086055330734195,20191221,1501,1200000000,850000000
12329519546621752,20191222,1502,1700000000,1000000000
12752224677923341,20191222,1503,1562183447,1262183447
35366681030756042,20191223,1504,28688000000,13800000000
22275596386264204,20191225,1505,3527777000,2500000000
12874072841236826,20200104,1506,600000000,375000000
50100062518826135,20200105,1507,1350000000,829400000
11773403764702778,20200105,1508,2000000000,750000000
70498485598181604,20200111,1509,25000000000,15000000000
46348559193224090,20200112,1510,209000000000,130000000000
31024260997481994,20200112,1511,300000000,245000000
40808043719554948,20200115,1512,6000000000,5500000000
14398278072324784,20200118,1513,410400000,273600000
14398278072324784,20200118,1514,410400000,273600000
63580313877463104,20200118,1515,900000000,600000000
41625340598198551,20200120,1516,1750500000,1500000000
37389789764168256,20200121,1517,3200000000,2000000000
35425587644337450,20200122,1518,101400000000,78000000000
43256212620530446,20200126,1519,1215000000,202500000
14617104402836487,20200203,1520,1200000000,412500000
35948133957468680,20200203,1521,5100000000,3400000000
32257753560585502,20200208,1522,1468924000,180000000
28033133021443774,20200209,1523,467938497,200000000
17617474823279712,20200215,1524,1000000000,900000000
5564768007356822,20200218,1525,3324962000,1960000000
60451823714332895,20200219,1526,2200000000,1860000000
62786156501584862,20200222,1527,2000000000,1000000000
62786156501584862,20200222,1528,2000000000,1000000000
67690708346979840,20200222,1529,220000000,162000000
18027801615184692,20200223,1530,55500000000,44000000000
14073782708315535,20200223,1531,2500000000,2000000000
25244329144808274,20200223,1532,143500000000,91500000000
5516102131364383,20200224,1533,563487901,178000000
22299894048845903,20200226,1534,6106824000,200000000
7300125658580126,20200303,1535,300000000,200000000
48619517949257749,20200309,1536,350000000,50000000
48619517949257749,20200309,1537,350000000,50000000
48753732042176709,20200309,1538,10000000000,3884211000
17939384202383793,20200314,1539,1200000000,900000000
58931793851445922,20200314,1540,54900000000,40300000000
44850033148208596,20200316,1541,240000000,180000000
69090868458637360,20200316,1542,580000000,530000000
62786156501584862,20200316,1543,4000000000,2000000000
71290297158948749,20200316,1544,700000000,350000000
16410724132711490,20200316,1545,1159804916,244705000
46772701938567445,20200316,1546,3300000000,3000000000
33854964748757477,20200317,1547,1500000000,1000000000
48511238766369097,20200318,1548,4000000000,1500000000
48990026850202503,20200324,1550,39605137000,2400000000
65883838195688438,20200324,1551,301656068000,15300000000
33293588228706998,20200329,1552,156340000000,23760000000
44891482026867833,20200329,1553,195510550000,39266675000
43545527030854340,20200405,1554,3600000000,2400000000
62603302940123327,20200407,1555,10500000000,9350000000
61506294208022391,20200407,1556,835820573,226509000
69090868458637360,20200421,1557,530000000,580000000
69090868458637360,20200421,1558,530000000,580000000
7235435095059069,20200421,1559,2180000000,700000000
69090868458637360,20200425,1560,580000000,530000000
18401147983387689,20200426,1561,6622407000,1260000000
29758477602878557,20200426,1562,4350000000,2900000000
5866848234665627,20200426,1563,1330000000,1030000000
47348197320716810,20200426,1564,961000000,861000000
43716452378323683,20200427,1565,650000000,500000000
27814844870305607,20200427,1566,400000000,230400000
14312030900097668,20200427,1567,169000000,120000000
28672095850798501,20200427,1568,4484000000,300000000
20487994977117557,20200427,1569,819175360,200000000
53113471126689455,20200502,1570,2365836000,182250000
35700344742885862,20200503,1571,74400000000,48000000000
46741025610365786,20200504,1572,4500000000,3000000000
12329915567896606,20200510,1573,9358065000,2355596000
70289374539527245,20200510,1574,6201312000,1100000000
6757220448540984,20200511,1575,1075071231,1290085477
6757220448540984,20200513,1576,1290085000,1075071231
4614779520007780,20200517,1577,761437000,580000000
47302318535715632,20200517,1578,30425734000,13131000000
47302318535715632,20200517,1579,30425734000,13131000000
47302318535715632,20200517,1580,30425734000,13131000000
61332057061846617,20200520,1581,600000000,388000000
37842793167868642,20200527,1582,1316018000,600000000
60610861509165508,20200601,1583,21560000000,16393000000
24644999329120295,20200607,1584,10000000000,6060000000
23837844039713715,20200607,1585,800000000,372885754
39436183727126211,20200607,1586,5734089000,1020600000
22255783119783047,20200607,1587,713000000,593000000
18599703143458101,20200608,1588,9500000000,7000000000
43062880954780884,20200610,1589,630000000,470000000
24018878640527909,20200610,1590,45200000000,35500000000
2944500421562364,20200615,1591,4000000000,2650000000
5866848234665627,20200621,1592,1030000000,1330000000
50792786683910016,20200622,1593,1110300000,600300000
49054891736433700,20200622,1594,4500000000,2016000000
62258804563636993,20200622,1595,200000000,109956691
14073782708315535,20200622,1596,2000000000,2500000000
60451823714332895,20200622,1597,1860000000,2200000000
5866848234665627,20200623,1598,1330000000,1030000000
30703140537034664,20200624,1599,25000000000,12300000000
14073782708315535,20200624,1600,2500000000,2000000000
60451823714332895,20200624,1601,2200000000,1860000000
69143674941561637,20200624,1602,25000000000,20000000000
18027801615184692,20200628,1603,44000000000,55500000000
48241092863917835,20200628,1604,2000000000,1300000000
18027801615184692,20200630,1605,55500000000,44000000000
57309221039930244,20200701,1606,6000000000,4500000000
22382156782768756,20200705,1607,8040103639,600000000
49502666250908008,20200705,1608,3000000000,1000000000
44549439964296944,20200705,1609,2500000000,1860000000
49869693814643443,20200705,1610,2500000000,1860000000
10919655792568926,20200705,1611,2500000000,1860000000
67612261115225625,20200705,1612,2500000000,1860000000
4733285133017464,20200707,1613,11900000000,9000000000
35700344742885862,20200708,1614,48000000000,74400000000
58741071099161284,20200712,1615,2800000000,1400000000
35700344742885862,20200712,1616,74400000000,48000000000
24303422207378456,20200712,1617,462000000,350000000
64699417405634265,20200713,1618,552442000,100043000
43342306308122676,20200713,1619,400000000,200000000
59142194115401696,20200713,1620,9000000000,6000000000
58931793851445922,20200714,1621,40300000000,54900000000
3623921205367364,20200715,1622,250000000,30000000
17800036702302776,20200715,1623,9000000000,6000000000
50185721305191887,20200719,1624,850000000,300000000
58931793851445922,20200719,1625,54900000000,40300000000
47333458678352378,20200720,1626,15000000000,10000000000
23293437377896568,20200720,1627,31000000000,20000000000
29882244560576007,20200722,1628,6000000000,3000000000
60095061789823130,20200725,1629,131100,2000000000
4563413583000719,20200726,1630,1260000000,900000000
778253364357513,20200726,1631,207042862000,50000000000
60095061789823130,20200726,1632,2000000000,131100
34540569618314880,20200726,1633,2925089000,600000000
204092872752957,20200726,1634,700000000,200000000
43622578471330344,20200727,1635,3241000000,2735000000
9536587154100457,20200727,1636,65520000000,50400000000
43545527030854340,20200727,1637,10800000000,3600000000
611986653700161,20200805,1638,3757797579,599425579
59266699437480384,20200805,1639,12000000000,9000000000
10191122735393627,20200809,1640,61398815253,1
53999651992586159,20200810,1641,1650000000,1400000000
61102694810476197,20200810,1642,775500000,515000000
62346804681275278,20200810,1643,850000000,450000000
47232550823972469,20200810,1644,4030000000,2600000000
6043384171800349,20200810,1645,1100000000,900000000
59866041653103343,20200811,1646,2624000000,1500000000
36773155987365094,20200812,1647,1150000000,800000000
49869693814643443,20200812,1648,1860000000,2500000000
10919655792568926,20200812,1649,1860000000,2500000000
67612261115225625,20200812,1650,1860000000,2500000000
49869693814643443,20200815,1651,2500000000,1860000000
10919655792568926,20200815,1652,2500000000,1860000000
67612261115225625,20200815,1653,2500000000,1860000000
28328710198554144,20200816,1654,3000000000,1600000000
41284516796232939,20200816,1655,728789000,502900000
33611155027418901,20200816,1656,4612528533,1330000000
28431095903407567,20200818,1657,700000000,450000000
22275596386264204,20200819,1658,6485030620,3527777000
23293437377896568,20200822,1659,20000000000,31000000000
64843936383937546,20200822,1660,529248000,120000000
34641719089573667,20200823,1661,715000000,500000000
23293437377896568,20200824,1662,31000000000,20000000000
55850912428859273,20200825,1663,52316000000,1
29860265627578401,20200901,1664,4000000000,1500000000
69143674941561637,20200901,1665,20000000000,25000000000
55850912428859273,20200902,1666,52316489930,52316000000
47362853625306007,20200902,1667,68584949129,1
69143674941561637,20200905,1668,25000000000,20000000000
16959429956899455,20200906,1669,840000000,420000000
4758266259250794,20200906,1670,324120000,100000000
11827297444577200,20200906,1671,231250420315,1
51185499879934793,20200906,1672,350017832909,1
64217006537761390,20200906,1673,176440528633,1
22318795784160675,20200906,1674,114518370483,1
51971068201094874,20200908,1675,10206000000,5103000000
59652306881376415,20200908,1676,29291648560,1
37351190176977060,20200908,1677,91217621510,1
5454781314262062,20200908,1678,256860074925,1
1277592884769853,20200908,1679,119891329371,1
55916539620839777,20200908,1680,149512669554,1
62258804563636993,20200909,1681,109956691,200000000
16405556680571453,20200909,1682,1500000000,500000000
49502666250908008,20200909,1683,1000000000,3000000000
65774725600261203,20200912,1684,204477865140,1
36857080203588624,20200912,1685,47052691268,1
19511179561056679,20200912,1686,77971543451,1
46772701938567445,20200913,1687,3900000000,3300000000
11773403764702778,20200913,1688,5000000000,2000000000
49502666250908008,20200913,1689,3000000000,1000000000
16370154440238855,20200913,1690,158220036873,1
16843404477481740,20200913,1691,61397724489,1
71335098849021006,20200913,1692,263761868561,1
62258804563636993,20200914,1693,200000000,109956691
45392752356003555,20200915,1694,45000000000,15000000000
20926459161497908,20200920,1695,1800000000,1200000000
39116664428676213,20200920,1696,600000000,160000000
60610861509165508,20200920,1697,16393000000,21560000000
25286509736208688,20200920,1698,200000000,60000000
20560887114747719,20200920,1699,981249156,60000000
70270965300262393,20200920,1700,14424428000,4000000000
9481703061634967,20200920,1701,5000000000,4000000000
60523145697836739,20200920,1702,4000000000,2000000000
49869693814643443,20200920,1703,600000000,2500000000
37366608481858080,20200920,1704,4000000000,2000000000
60095061789823130,20200920,1705,4000000000,2000000000
49869693814643443,20200921,1706,2500000000,600000000
35282121039020302,20200921,1707,158756032874,1
7768327419174840,20200921,1708,63207805137,1
44411078630612905,20200921,1709,48225006359,1
59462881877083131,20200921,1710,85688671119,1
36857080203588624,20200921,1711,47053000000,47052691268
19511179561056679,20200921,1712,77972000000,77971543451
63570910379296908,20200921,1713,59513640547,1
24303422207378456,20200922,1714,350000000,462000000
47996917271187218,20200922,1715,26842986300,8500000000
60610861509165508,20200922,1716,21560000000,16393000000
62603302940123327,20200922,1717,9350000000,10500000000
50002340308486819,20200922,1718,1200000000,400000000
62786156501584862,20200923,1719,2000000000,4000000000
24303422207378456,20200926,1720,462000000,350000000
62603302940123327,20200926,1721,10500000000,9350000000
7768327419174840,20200926,1722,63208000000,63207805137
31791737198597563,20200927,1723,1574044936,200000000
41048299027409941,20200927,1724,6000000000,3643408000
62786156501584862,20200927,1725,4000000000,2000000000
58358543014279572,20200927,1726,92919692440,1
11358107932902023,20200927,1727,188571621779,1
6847536925606808,20200930,1728,4194722000,1500000000
48010225447410247,20200930,1729,27250000000,16250000000
59462881877083131,20200930,1730,85689000000,85688671119
1277592884769853,20200930,1731,119891000000,119891329371
51617145873056483,20201004,1732,75000000000,44000000000
41781090739318251,20201005,1733,4993940000,350000000
7628308021169118,20201005,1734,16050495533,633000000
67126881188552864,20201005,1735,40000000000,27000000000
57639364758870873,20201005,1736,500000000,150000000
59652306881376415,20201005,1737,29292000000,29291648560
44411078630612905,20201005,1738,48225000000,48225006359
34890845654517313,20201006,1739,480000000,240000000
39751275523025334,20201011,1740,4000000000,3250000000
7745894403636165,20201011,1741,76000000000,51000000000
22255783119783047,20201011,1742,889500000,713000000
66701874099226162,20201014,1743,6000000000,2000000000
3492952121304423,20201014,1744,1169538892,280000000
6131290133202745,20201020,1745,204058000,93558000
68870496728320072,20201020,1746,39083881193,1
19471788163911687,20201024,1747,1619519000,100000000
71856634742001725,20201024,1748,5000000000,3000000000
54419429862704331,20201026,1749,4000000000,874491000
67206358287598044,20201026,1750,2880000000,1152000000
25244329144808274,20201026,1751,287000000000,143500000000
22903901709044823,20201028,1752,913000000,563000000
25336820825905643,20201102,1753,17500000000,7000000000
49353447565507376,20201104,1754,804000000,450000000
25357135030606405,20201104,1755,15000000000,9000000000
30974710508383145,20201108,1756,153562500,30712500
7768327419174840,20201109,1757,63207805137,63208000000
59652306881376415,20201109,1758,29291648560,29292000000
44411078630612905,20201109,1759,48225006359,48225000000
71335098849021006,20201109,1760,263761873761,263761868561
41011426560490365,20201109,1761,59526018838,1
10191122735393627,20201109,1762,61398820253,61399000000
59462881877083131,20201109,1763,85688671119,85689000000
36857080203588624,20201109,1764,47052691268,47053000000
55879759904088706,20201109,1765,27801557473,1
1277592884769853,20201109,1766,119891229371,119891000000
19511179561056679,20201109,1767,77971543451,77972000000
46820237871803554,20201109,1768,96107208801,1
41011426560490365,20201114,1769,59536018838,59526018838
1277592884769853,20201114,1770,119891329371,119891229371
23600798892801694,20201116,1771,560000000,140000000
11129387075131725,20201117,1772,11000000000,7000000000
5516102131364383,20201122,1773,1000000000,563487901
30765727085936322,20201123,1774,660000000,120000000
54493234408301135,20201124,1775,3000000000,1570000000
65671173927025645,20201129,1776,770000000,150000000
4942127026063388,20201130,1777,10000000000,1000000000
35425587644337450,20201206,1778,200000000000,101400000000
19040514831923530,20201206,1779,9000000000,3000000000
67612261115225625,20201206,1780,25,2500000000
64699417405634265,20201206,1781,775000000,552442000
67612261115225625,20201207,1782,2500000000,25
66726992874614788,20201208,1783,1200000000,600000000
67612261115225625,20201212,1784,4000000000,2500000000
59217041815333317,20201213,1785,716000000,500000000
59607545337891226,20201213,1786,3000000000,1450000000
67612261115225625,20201213,1787,2500000000,4000000000
66599109405217136,20201214,1788,3829326575,110000000
5317427172344706,20201214,1789,1000000000,450000000
22490169030401337,20201214,1790,1320000000,600000000
31024260997481994,20201220,1791,750000000,300000000
28864540805361867,20201220,1792,50000000000,19048697000
67988012428906654,20201220,1793,1500000000,750000000
27922860956133067,20201220,1794,20237840000,14252000000
46982154647719707,20201221,1795,2700000000,1800000000
24254843881948059,20201221,1796,700000000,250000000
33406621820337161,20201221,1797,2268000000,1134000000
34673681828119297,20201221,1798,1500000000,900000000
51106317433079213,20201221,1799,24131803999,2300000000
40808043719554948,20201221,1800,10000000000,6000000000
4384288570322406,20201223,1801,1125000000,450000000
26259366519412975,20201223,1802,960000000,80000000
5427792638736934,20201223,1803,1500000000,300000000
35964395659427029,20201227,1804,2460093000,200000000
29122854902865456,20201227,1805,500000000,250000000
20453828618330936,20201227,1806,1500000000,500000000
43716452378323683,20201227,1807,1080000000,650000000
47996917271187218,20201228,1808,39500000000,26842986300
49869693814643443,20201228,1809,600000000,2500000000
35158826900216508,20201229,1810,159000000,75000000
49869693814643443,20201229,1811,2500000000,600000000
37281199178613855,20210103,1812,6000000000,4800000000
8915450910866216,20210106,1813,3204000000,2504000000
43283802997035462,20210106,1814,3900000000,1300000000
15917865009187760,20210106,1815,8200000000,3200000000
17330546482145553,20210110,1816,4747718566,1861769476
4614779520007780,20210110,1817,1279000000,761437000
45050389997905274,20210110,1818,25383850188,10000000000
46752599569017089,20210110,1819,36402756000,3750000000
55127657985997520,20210110,1820,9167680000,4583840000
61102694810476197,20210112,1821,515000000,775500000
11773403764702778,20210116,1822,2000000000,5000000000
61102694810476197,20210116,1823,775500000,515000000
41935584690956944,20210118,1824,9882729818,286468818
4369934250728330,20210118,1825,3200000000,1600000000
37842793167868642,20210118,1826,3500000000,1316018000
11773403764702778,20210119,1827,5000000000,2000000000
2328862017676109,20210124,1828,12000000000,6691000000
26547785441834730,20210127,1829,2404787000,520000000
44850033148208596,20210131,1830,840000000,240000000
35796086458096255,20210201,1831,9640176000,8066220000
27814844870305607,20210203,1832,1050000000,400000000
25215182208950217,20210203,1833,66176283000,4000000000
32357363984168442,20210207,1834,18000000000,13800000000
33603212156438463,20210208,1835,455000000,255000000
47749661205825616,20210209,1836,1700000000,1260000000
52382684379473036,20210209,1837,300000000,200000000
4507558419857064,20210214,1838,1130000000,400000000
54482686501491508,20210217,1839,3640030999,400000000
59921975187856916,20210221,1840,1232422600,600000000
44153164692325703,20210221,1841,2600000000,1000000000
43362635835198978,20210222,1842,8340000000,4000000000
41625340598198551,20210223,1843,2055019000,1750500000
5564768007356822,20210223,1844,3732150000,3324962000
2328862017676109,20210224,1845,6691000000,12000000000
49188729526980541,20210224,1846,9500000000,6000000000
2328862017676109,20210228,1847,12000000000,6691000000
10568944722570445,20210302,1848,500000000,200000000
28033133021443774,20210303,1849,1159840722,467938497
37631109616997982,20210303,1850,694832000,400000000
60451823714332895,20210307,1851,3080000000,2200000000
28809886765682162,20210308,1852,9000000000,5210810000
43781018754867729,20210309,1853,11939454000,629607000
68517032834363488,20210310,1854,500000000,330000000
63531021766590755,20210310,1855,3500000000,1500000000
66772024744156373,20210315,1856,2625000000,1125000000
62786156501584862,20210315,1857,48000000000,4000000000
52232388263291380,20210315,1858,96979742000,30000000000
65004959184388996,20210317,1859,9629739613,5197830613
26824673819862694,20210317,1860,134637967000,10000000000
22667016906590506,20210328,1861,11950000000,2600000000
24079409192818584,20210328,1862,153000000,51000000
7395271748414592,20210328,1863,18700000000,12500000000
2400322364771558,20210328,1864,142000000000,80000000000
7483280423474368,20210330,1865,2739933750,2739934000
58873907630765023,20210330,1866,11000000000,7000000000
44818950263583523,20210330,1867,135000000000,6400000000
35700344742885862,20210331,1868,100000000000,74400000000
20865316761157979,20210331,1869,14351179654,6286547978
7483280423474368,20210331,1870,9102988662,2739933750
10024128313803797,20210331,1871,700000000,200000000
50100062518826135,20210407,1872,3920000000,1350000000
50792786683910016,20210411,1873,42620178000,1110300000
40505767672724777,20210411,1874,28000000000,8400000000
14957056743925737,20210419,1875,131000000,88000000
42354736493447489,20210420,1876,113568281477,22720279000
5866848234665627,20210420,1877,1530000000,1330000000
