InsCode,DEven,Idn,NumberOfShareNew,NumberOfShareOld
65025801939466586,20161122,2500,580000000,0
15374483986949695,20140727,2501,969430000,776960310
9761381741308262,20111015,2502,121900000,21900000
56429431740318486,20140903,2503,2000000000,1250000000
11982429911960831,20170125,2504,6060000000,5050000000
16673205196919832,20190325,2505,2630463000,150000000
16553062355259729,20140901,2506,320000000,160000000
58035444268544991,20180723,2507,600000000,392040000
33343732576627331,20140712,2508,358761060,119587020
65848231595385164,20190109,2509,0,191047000
28230238564334914,20201125,2510,650000000,312000000
15868116507376197,20210901,2511,760000000,0
27299841173245405,20140826,2512,1500000000,700709767
37868548258173059,20151216,2513,0,780000000
9446254658865991,20141214,2514,140000000,0
71957984642204570,20191127,2515,5520000000,3520000000
3994823794687025,20140903,2516,750000000,0
44661768248917647,20170206,2517,0,8000000000
65025801939466586,20140727,2518,192469690,0
37119443221185814,20140809,2519,305681992,152840996
5289443384174453,20210126,2520,0,80000000
66021783818850713,20150701,2521,60000000,30000000
60636254726285741,20140907,2522,900000000,450000000
69375777591993444,20210509,2523,0,39000000
52894922031595796,20141119,2524,45000000,15000000
318005355896147,20140826,2525,1500000000,623474273
35515916857426389,20220515,2526,500000000,147000000
70352803009101806,20131013,2527,119064010,79356007
36995197800118822,20121010,2528,400000000,300000000
49399017998386087,20181124,2529,1772731750,79143750
3426578415893871,20120125,2530,0,600000000
64485827086284311,20220601,2531,2109627000,10350000
50580753680043015,20110808,2532,50000000,10000000
38738476064699383,20130629,2533,1200000000,600000000
27361263980884014,20210823,2534,5000000000,1500000000
40241078769533838,20160529,2535,1500000000,800000000
14985138705106402,20190313,2536,60000000,40000000
44788216709873141,20131211,2537,0,1199000000
46528981755590638,20171223,2538,1908000000,0
60550726993072211,20130126,2539,0,9900000000
43026118635839182,20140810,2540,100000000,24000000
28918651040038880,20210307,2541,0,440000000
44986797317463049,20200601,2542,600000000,300000000
63704201144621295,20180117,2543,105625000,63375000
68931850646832531,20170419,2544,15307007,30000000
43374709930371268,20130929,2545,360000000,60000000
44802346787824971,20200621,2546,1340000000,900000000
22956708386610464,20200505,2547,700000000,500000000
62213941696841599,20130424,2548,0,100000000
49953653111442595,20211114,2549,20160000000,5040000000
11048663299859339,20141230,2550,0,384948513
29829925438875661,20150831,2551,432035990,432056679
11385948838337592,20160619,2552,0,1112645598
5289443384174453,20210929,2553,255000000,0
58350758724585444,20180717,2554,0,594639000
66424163876658304,20120220,2555,1350000000,900000000
64707090254488560,20181204,2556,70733480,35366740
38738476064699383,20201227,2557,2500000000,1500000000
64758051860621791,20130818,2558,0,21610380
44665761767777759,20200624,2559,128000000,64000000
2334276998450282,20140901,2560,160000000,0
49281976026703758,20140630,2561,0,200000000
27668158733246204,20140818,2562,35200000,7200000
60636254726285741,20150823,2563,1100000000,900000000
56591881518499520,20150407,2564,905361000,400000000
14306042760194272,20171219,2565,1986000000,0
56006915451245411,20190318,2566,448100000,300000000
45499529346655932,20120902,2567,100000000,10000000
39171819040364290,20140712,2568,125539440,41846480
19475769871065382,20160326,2569,0,30000000
41713045190742691,20210301,2570,3980884000,3980883999
20034264486679145,20160612,2571,1542815000,1234252141
29839331402153595,20180910,2572,0,767449000
22956708386610464,20200922,2573,4400000000,700000000
21173014653958212,20201221,2574,445000000,0
11385948838337592,20171030,2575,1831031603,0
56006915451245411,20210118,2576,900000000,448100000
17284166795866794,20220109,2577,8000000000,1000000000
55756944347888474,20210523,2578,66674000000,0
44665761767777759,20170828,2579,64000000,43200000
6787397679438294,20140416,2580,1400000000,400000000
19839750988634567,20210302,2581,9504000000,1750000000
9446254658865991,20130727,2582,0,200000000
62213941696841599,20160301,2583,200000000,0
39481233087768672,20220201,2584,136145396,64831141
44157356183396652,20160802,2585,900000000,450000000
66021783818850713,20161231,2586,90000000,60000000
27971147929780521,20210804,2587,1200000000,0
51761319096940131,20130731,2588,120000000,0
23049019886587905,20160529,2589,30000000,15000000
52593789542874668,20211107,2590,500000000,57600000
24620582002578362,20120118,2591,0,40000000
55201604487356053,20170416,2592,880000000,440000000
3994823794687025,20130803,2593,497484936,0
57100097091423436,20160927,2594,700000000,400000000
60079434631497942,20210531,2595,19039453000,3000000000
70352803009101806,20160731,2596,334491690,294352686
19839750988634567,20131006,2597,1200000000,400000000
50117925085549635,20160716,2598,1469319000,350000000
38179358042686391,20201006,2599,11500000000,8000000000
30266490512162343,20130119,2600,0,90000000
7505990056227818,20121120,2601,700000000,500000000
56301714222926714,20170125,2602,1010000000,0
65472108074101196,20220425,2603,4480000000,0
18136496510495835,20130807,2604,95846864,63897910
52455922800537930,20130904,2605,60000000,39900000
43291783149314349,20150308,2606,1000000000,400000000
19839750988634567,20170327,2607,1750000000,1500000000
37868548258173059,20200915,2608,1017507000,0
38179358042686391,20140811,2609,8000000000,6588000000
5128151910501174,20210804,2610,500000000,122000000
44296315953738727,20160904,2611,5649000000,3766000000
12965822877128721,20160423,2612,80000000,40000000
43023243844297350,20150121,2613,20000000,5000000
21770536721753496,20121008,2614,0,450000000
57600064931636077,20211219,2615,470000000,300000000
65826018889855636,20180113,2616,500000000,0
6506179926371994,20130406,2617,9190800000,8280000000
61298636307861167,20200126,2618,117250000,67000000
56429431740318486,20180609,2619,9000000000,5000000000
18136496510495835,20160802,2620,287540586,143770293
19367527798307032,20140922,2621,445301482,125000000
46528981755590638,20150607,2622,0,799290233
37089148943784077,20211228,2623,9851997000,55000000
37272387813342140,20140712,2624,115699500,38566500
28230238564334914,20160926,2625,312000000,26000000
56591881518499520,20210426,2626,5877993023,1500000000
37119443221185814,20150831,2627,373611324,373584657
16141651724723614,20140824,2628,2500000000,57000000
64707090254488560,20130713,2629,36305127,18152564
41379697187196382,20151111,2630,15572840674,7900000000
64707090254488560,20170806,2631,35366740,36305127
28193210058353265,20200620,2632,580000000,0
3994823794687025,20160315,2633,2000000000,0
37119443221185814,20160731,2634,424558322,373611324
53686258677793038,20201227,2635,500000000,100000000
318005355896147,20171219,2636,3486000000,1500000000
30731456862279964,20210505,2637,5000000000,0
12777578088653944,20220227,2638,3113475000,1500000000
61129444668227241,20110921,2639,0,140000000
12303918642491681,20150922,2640,1668968397,556322799
57600064931636077,20201122,2641,300000000,190000000
55201604487356053,20211205,2642,2200000000,880000000
7920014658832193,20200722,2643,15000000000,6000000000
19367527798307032,20131102,2644,318460693,125000000
39854376080953165,20131210,2645,1200000000,100000
38735044927422324,20110718,2646,4000000000,2000000000
3994823794687025,20161213,2647,1000000000,0
66127247173352975,20150406,2648,385391077,76851600
30507152381699953,20190310,2649,2552513000,200000000
1771069330721898,20150607,2650,0,857146492
60079434631497942,20191110,2651,3000000000,2000000000
59839275647597021,20220125,2652,320000000,250000000
38179358042686391,20220126,2653,34270000000,11500000000
24131253368329756,20180620,2654,300000000,56000000
16777570760181431,20161122,2655,1230000000,660000000
71591568822900804,20160326,2656,0,412000000
3994823794687025,20110816,2657,309859144,557344080
27299841173245405,20171223,2658,3408000000,1500000000
57219771314070546,20120904,2659,10000000000,100000000
65025801939466586,20120918,2660,388480155,776960310
37119443221185814,20131013,2661,152840996,101893997
44986797317463049,20210307,2662,1500000000,600000000
41713045190742691,20210302,2663,29989176054,3980884000
49244604018250364,20150815,2664,4500000000,2500000000
56429431740318486,20110719,2665,1000000000,442655920
44986797317463049,20220509,2666,2500000000,1500000000
29628038996571162,20170828,2667,16640000,0
36671655475498480,20190317,2668,965072550,50000000
49674915481184052,20171220,2669,3313000000,1500000000
45641540066710190,20190318,2670,3235362000,1401780000
35796086458096255,20220705,2671,19280352000,9640176000
24644999329120295,20220711,2672,20000000000,10000000000
35700344742885862,20220712,2673,100000000000,200000000000
6847536925606808,20220712,2674,5810000000,4194722000
35700344742885862,20220717,2675,200000000000,100000000000
58931793851445922,20220717,2676,84000000000,192428000000
43362635835198978,20220717,2677,27677357000,8340000000
51971068201094874,20220717,2678,58174200000,30618000000
38084304113529336,20220717,2679,16900000000,8000000000
58931793851445922,20220720,2680,192428000000,84000000000
44549439964296944,20220724,2681,8300000000,5000000000
49869693814643443,20220724,2682,8300000000,5000000000
10919655792568926,20220724,2683,8300000000,5000000000
67612261115225625,20220724,2684,8300000000,5000000000
33683240001985963,20220725,2685,11000000000,1027548600
5599691633622269,20220725,2686,2400000000,2200000000
48753732042176709,20220725,2687,10000000000,30000000000
47333458678352378,20220725,2688,35000000000,25000000000
11129387075131725,20220725,2689,21600000000,16000000000
50185721305191887,20220727,2690,2635000000,850000000
48753732042176709,20220727,2691,30000000000,10000000000
63830424809501048,20220801,2692,2250000000,1000000000
15039949673085566,20220802,2693,3000000000,2300000000
70219663893822560,20220803,2694,140200000,70100000
46348559193224090,20220809,2695,530000000000,293000000000
71510396252618330,20220809,2696,770000000,520000000
39751275523025334,20220809,2697,8000000000,5200000000
43622578471330344,20220810,2698,6975000000,3241000000
27405735172634593,20220810,2699,8000000000,5000000000
57944184894703821,20220815,2700,13500100000,8400100000
56324206651661881,20220816,2701,1584000000,144000000
37366608481858080,20220817,2702,18200000000,14000000000
60095061789823130,20220817,2703,18200000000,14000000000
60523145697836739,20220817,2704,18200000000,14000000000
37366608481858080,20220820,2705,14000000000,18200000000
60095061789823130,20220820,2706,14000000000,18200000000
28431095903407567,20220821,2707,1400000000,700000000
37366608481858080,20220821,2708,18200000000,14000000000
60095061789823130,20220821,2709,18200000000,14000000000
22560050433388046,20220824,2710,101500000000,81500000000
48287670503317419,20220828,2711,3200000000,1800000000
23086515493897579,20220830,2712,1500000000,530000000
28864540805361867,20220830,2713,190000000000,120000000000
39884565732277052,20220830,2714,4000000000,1500000000
49353447565507376,20220906,2715,2000000000,804000000
10114441830266109,20220907,2716,1500000000,300000000
66315581735594751,20220907,2717,3000000000,2040000000
3839324986781871,20220907,2718,2462566989,1170528800
25336820825905643,20220907,2719,35000000000,17500000000
63380098535169030,20220913,2720,4000000000,3850000000
70270965300262393,20220913,2721,35000000000,28848856000
9481703061634967,20220913,2722,13000000000,12000000000
58741071099161284,20220918,2723,8400000000,7000000000
49054891736433700,20220926,2724,13500000000,4500000000
62404730109947970,20220926,2725,12000000000,3000000000
43545527030854340,20220928,2726,37260000000,24840000000
3955332316338258,20221002,2727,3000000000,1100000000
59142194115401696,20221002,2728,24000000000,15000000000
47377315952751604,20221003,2729,7889988171,2000000000
33603212156438463,20221008,2730,900000000,455000000
66726992874614788,20221009,2731,1800000000,1200000000
65004959184388996,20221010,2732,37965074000,9629739613
71856634742001725,20221012,2733,11440000000,8000000000
61332057061846617,20221016,2734,1800000000,900000000
49502666250908008,20221016,2735,12500000000,3000000000
4247709727327181,20221016,2736,838900557,170000000
28328710198554144,20221017,2737,6000000000,3000000000
17834623106317041,20221017,2738,1430524420,1230524420
50247622569476338,20221019,2739,14350000000,3500000000
18063426072758458,20221022,2740,14000000000,2750000000
57875847776839336,20221030,2741,3391735000,678347000
51617145873056483,20221102,2742,275000000000,170000000000
40705964341422836,20221102,2743,800000000,298718433
22260326095996531,20221106,2744,990000000,330000000
42387718866026650,20221106,2745,29500000000,22000000000
58873907630765023,20221109,2746,18000000000,11000000000
1625149423498289,20221114,2747,2495118000,500000000
59607545337891226,20221114,2748,8000000000,3000000000
25357135030606405,20221114,2749,24500000000,20000000000
69446612239102459,20221120,2750,4000000000,900000000
57086055330734195,20221121,2751,21100000000,16880000000
33611155027418901,20221121,2752,6103562590,4612528533
55862580907068610,20221121,2753,1300000000,411131232
57639364758870873,20221122,2754,1500000000,500000000
47348197320716810,20221127,2755,1611000000,1311000000
43362635835198978,20221129,2756,30000000000,27677357000
4369934250728330,20221130,2757,18000000000,8000000000
43283802997035462,20221130,2758,7800000000,5000000000
65018804181564924,20221130,2759,6500000000,3888000000
4733285133017464,20221204,2760,23000000000,11900000000
25215182208950217,20221211,2761,76176283000,66176283000
44625249840480397,20221211,2762,1800000000,800000000
65999092673039059,20221212,2763,1950000000,650000000
64298008532791199,20221213,2764,250000000,100000000
30765727085936322,20221218,2765,900000000,800000000
50100062518826135,20221218,2766,5500000000,3920000000
11432067920374603,20221218,2767,2400000000,800000000
6131290133202745,20221219,2768,1900000000,1000000000
5866848234665627,20221219,2769,3630000000,2430000000
44846320603450383,20221219,2770,1600000000,800000000
47973532381204870,20221219,2771,802900000,702900000
12752224677923341,20221220,2772,2360000000,2187183447
20277841048962226,20221221,2773,1500000000,500000000
64973252728260903,20221225,2774,10000000000,5000000000
59217041815333317,20221225,2775,3459919000,2800000000
67126881188552864,20221225,2776,60000000000,40000000000
41048299027409941,20221226,2777,9000000000,6000000000
29860265627578401,20230101,2778,8000000000,5000000000
54676885047867737,20230102,2779,6000000000,4800000000
12490072956930435,20230104,2780,3000000000,1500000000
63580313877463104,20230108,2781,1900000000,900000000
21096748051392414,20230108,2782,6500000000,3350000000
65414507129586385,20230109,2783,1663200000,151200000
69454539056549106,20230109,2784,729000000,162000000
60451823714332895,20230109,2785,6580000000,4580000000
55373808401388162,20230109,2786,1425000000,950000000
47996917271187218,20230110,2787,46000000000,39500000000
34673681828119297,20230111,2788,3500000000,2500000000
50002340308486819,20230115,2789,1800000000,1200000000
28325731560106431,20230115,2790,628104200,230000000
44850033148208596,20230115,2791,2140000000,840000000
8977441217024425,20230117,2792,3900000000,1300000000
68488673556087148,20230117,2793,1029283200,54172800
58873907630765023,20230117,2794,11000000000,18000000000
14800142337291217,20230118,2795,1120000000,560000000
18004480270695404,20230122,2796,350000000,200000000
2589887561569709,20230122,2797,25673089850,5529892000
58873907630765023,20230122,2798,18000000000,11000000000
7483280423474368,20230123,2799,19918606750,14418606750
63363116407864462,20230124,2800,2700000000,1800000000
71483646978964608,20230124,2801,70775538554,61504000000
11773403764702778,20230125,2802,16000000000,5000000000
58810336532668771,20230125,2803,700000000,343000000
56820995669577571,20230129,2804,1800000000,400000000
4850272661730246,20230131,2805,21000000000,10000000000
12638840758449459,20230131,2806,2400000000,1400000000
7235435095059069,20230201,2807,6540000000,4360000000
39610074039667804,20230201,2808,4000000000,2000000000
68517032834363488,20230201,2809,2500000000,500000000
28147934478934110,20230201,2810,35000000000,12000000000
14073782708315535,20230206,2811,20000000000,16691134000
24079409192818584,20230206,2812,500000000,428400000
51106317433079213,20230206,2813,31000000000,24131803999
27814844870305607,20230206,2814,3000000000,2000000000
8725363201030474,20230206,2815,1500000000,1000000000
38568786927478796,20230207,2816,15300000000,5100000000
12746730665870442,20230207,2817,4100000000,3099000000
29974853866926823,20230212,2818,1800000000,900000000
67206358287598044,20230213,2819,7500000000,2880000000
14079693677610396,20230213,2820,3000000000,2000000000
36773155987365094,20230213,2821,3050000000,2050000000
59921975187856916,20230214,2822,1370136080,1232422600
61506294208022391,20230215,2823,1156190000,835820573
29747059672582491,20230215,2824,1824000000,1084000000
23600798892801694,20230215,2825,3500000000,2455960000
65671173927025645,20230215,2826,2000000000,1130000000
57300230097485720,20230215,2827,409330500,336309500
114312662654155,20230215,2828,75000000000,30000000000
30231789123900526,20230220,2829,400000000,127000000
778253364357513,20230220,2830,353000000000,262042862000
45392752356003555,20230220,2831,93000000000,75000000000
61978776664766359,20230220,2832,900000000,641116000
5564768007356822,20230221,2833,4766875000,3732150000
18027801615184692,20230222,2834,192500000000,119000000000
45518744711972166,20230222,2835,290000000,200000000
43342306308122676,20230226,2836,2000000000,1000000000
35700344742885862,20230226,2837,281500000000,200000000000
1358190916156744,20230227,2838,1789000000,200000000
1822787329898392,20230227,2839,655000000,327500000
54715710303837090,20230227,2840,8363800000,3800000000
22299894048845903,20230228,2841,10000000000,6106824000
25286509736208688,20230228,2842,600000000,200000000
12329519546621752,20230228,2843,11000000000,8629813000
33854964748757477,20230228,2844,3250000000,1930000000
3654864906585643,20230301,2845,840000000,245549000
4942127026063388,20230305,2846,20000000000,10000000000
37389789764168256,20230305,2847,7000000000,3200000000
22275596386264204,20230305,2848,24999999620,16885030620
13281937213456378,20230305,2849,1205894612,602947306
22260326095996531,20230306,2850,3540000000,990000000
66701874099226162,20230312,2851,24000000000,6000000000
32821908911812078,20230312,2852,3587997068,2587997068
45507655586782998,20230312,2853,75000000000,65000000000
41302553376174581,20230313,2854,8458000000,2458000000
63915926161403347,20230314,2855,1132375000,630000000
46982154647719707,20230314,2856,8150000000,5000000000
4614779520007780,20230314,2857,4368273000,3671273000
31791737198597563,20230314,2858,1718000000,1574044936
9536587154100457,20230314,2859,272969000000,131040000000
68635710163497089,20230314,2860,75200000000,47200000000
70498485598181604,20230314,2861,49000000000,25000000000
66772024744156373,20230315,2862,24583331713,2625000000
35425587644337450,20230315,2863,600000000000,400000000000
7745894403636165,20230315,2864,227000000000,190000000000
64843936383937546,20230315,2865,635957237,529248000
7235435095059069,20230318,2866,4360000000,6540000000
46348559193224090,20230319,2867,800000000000,530000000000
60610861509165508,20230319,2868,57722000000,21560000000
43716452378323683,20230319,2869,3000000000,2000000000
7235435095059069,20230325,2870,6540000000,4360000000
19257295292088310,20230328,2871,4072453300,320857300
62952165421099192,20230328,2872,640000000,316920000
68941822863885255,20230328,2873,350000000,200000000
14312030900097668,20230328,2874,369000000,169000000
50185721305191887,20230404,2875,3854414000,2635000000
66772024744156373,20230404,2876,24583331714,24583331713
35700344742885862,20230405,2877,330000000000,281500000000
11129387075131725,20230409,2878,27000000000,21600000000
12638840758449459,20230410,2879,3800000000,2400000000
51017863148152520,20230416,2880,5400000000,2700000000
69143674941561637,20230417,2881,100000000000,70000000000
55862580907068610,20230417,2882,2100000000,1300000000
57086055330734195,20230425,2883,29100000000,21100000000
17834623106317041,20230425,2884,1720000000,1430524420
7300125658580126,20230425,2885,600000000,300000000
25336820825905643,20230426,2886,17500000000,35000000000
25336820825905643,20230430,2887,35000000000,17500000000
18027801615184692,20230430,2888,271500000000,192500000000
19298748452450329,20230430,2889,12800000000,3200000000
14957056743925737,20230502,2890,600000000,300000000
23293437377896568,20230507,2891,67500000000,31000000000
22260326095996531,20230510,2892,990000000,3540000000
22260326095996531,20230514,2893,3540000000,990000000
59142194115401696,20230514,2894,35000000000,24000000000
70219663893822560,20230517,2895,490700000,140200000
34890845654517313,20230524,2896,1440000000,480000000
45392752356003555,20230528,2897,115000000000,93000000000
37614886280396031,20230529,2898,19800000000,16000000000
7183333492448248,20230530,2899,8400000000,3550000000
35424116338766901,20230530,2900,19749339000,2523904000
35158826900216508,20230531,2901,350000000,159000000
29122854902865456,20230531,2902,1000000000,500000000
47377315952751604,20230606,2903,12889988171,7889988171
68909035712962732,20230606,2904,2640000000,1320000000
18093681647131179,20230606,2905,1200000000,850000000
57639364758870873,20230607,2906,500000000,1500000000
57639364758870873,20230611,2907,1500000000,500000000
9536587154100457,20230611,2908,322969000000,272969000000
48287670503317419,20230612,2909,5200000000,3200000000
72044846109864381,20230613,2910,6200000000,4710646900
57273529732791251,20230614,2911,6000000000,3000000000
57086055330734195,20230614,2912,21100000000,29100000000
2944500421562364,20230614,2913,35000000000,4000000000
57086055330734195,20230618,2914,29100000000,21100000000
22903901709044823,20230618,2915,6330000000,1826000000
43062880954780884,20230618,2916,2200000000,1100000000
66456062140680461,20230618,2917,500000000,221941160
47232550823972469,20230619,2918,12110000000,4030000000
38084304113529336,20230619,2919,20478126000,16900000000
34557241988629814,20230628,2920,17340000000,7340000000
22787503301679573,20230702,2921,10000000000,2413950000
18027801615184692,20230703,2922,192500000000,271500000000
35700344742885862,20230703,2923,281500000000,330000000000
35700344742885862,20230705,2924,330000000000,281500000000
18027801615184692,20230705,2925,271500000000,192500000000
67690708346979840,20230709,2926,3000000000,1846874000
38437201078089290,20230710,2927,10587600000,3529200000
33441514568901717,20230716,2928,200000000000,140000000000
22382156782768756,20230717,2929,13678827639,10040103639
38084304113529336,20230717,2930,34978126000,20478126000
37842793167868642,20230718,2931,7000000000,3500000000
51971068201094874,20230723,2932,61236000000,58174200000
9536587154100457,20230724,2933,272969000000,322969000000
7183333492448248,20230725,2934,3550000000,8400000000
49641108336531623,20230725,2935,2700000000,1800000000
49054891736433700,20230726,2936,25000000000,13500000000
9536587154100457,20230726,2937,322969000000,272969000000
47333458678352378,20230726,2938,50000000000,35000000000
44549439964296944,20230726,2939,13600000000,8300000000
46741025610365786,20230726,2940,15000000000,10000000000
7183333492448248,20230729,2941,8400000000,3550000000
62404730109947970,20230806,2942,20000000000,12000000000
69090868458637360,20230807,2943,1330000000,880000000
22086876724551482,20230808,2944,20146644000,14288400000
2328862017676109,20230808,2945,30400000000,23400000000
15039949673085566,20230809,2946,4500000000,3000000000
35796086458096255,20230809,2947,54433650000,19280352000
30829203706095076,20230813,2948,16999999999,1750000000
60162288821230099,20230815,2949,14000000000,7000000000
40553302624764543,20230820,2950,38365000000,18500000000
