InsCode,InstrumentID,LatinSymbol,LatinName,CompanyCode,Symbol,Name,CIsin,DEven,Flow,LSoc30,CGdSVal,CGrValCot,YMarNSC,CComVal,CSecVal,CSoSecVal,YVal
7813200549560081,IRB3W0370251,W0371,PCC Taavon20230822,W037,گام020522,گواهي اعتبارمولد ت.تعاون020531,IRB3W0370257,20230607,2,گواهي اعتبارمولد ت.تعاون020531,A,17,NO,4,69 ,6922,306
7832557514882006,IRO3ZF440001,ZF441,Iran Air,ZF44,ایرا ن ایر,هواپيمايي ج.ا.ا-هما,IRO3ZF440002,20220108,2,هواپيمايي ج.ا.ا-هما,A,Z1,NO,5,51 ,5110,303
7863570390410066,IRO6MSKZ0011,MZ281,Mortgage Right0001,MSKZ,تسه0001,امتيازتسهيلات مسكن فروردين1400,IRO6MSKZ0014,20230717,2,بانك مسكن,A,M1,NO,4,59 ,5910,307
7881099657101647,IRO3BHKZ0001,BHKZ1,Hekmat Iranian,BHKZ,حکمت,بانك حكمت  ايرانيان,IRO3BHKZ0005,20221203,2,بانك حكمت  ايرانيان,A,Z1,NO,3,57 ,5719,303
7902182071079987,IRB4SM0000A1,SM0Q1,SOV.MushSPCL220116,SM00,اشاد1,مشاركت دولتي1-شرايط خاص001026,IRB4SM0000A2,20221212,2,مشاركت دولتي1-بودجه1396,A,17,NO,4,69 ,6920,706
7920014658832193,IRO7GRDZ0001,GRDZ1,Tourism Bank,GRDZ,وگردش,بانك گردشگري,IRO7GRDZ0003,20230819,4,بانك گردشگري,A,P1,NO,7,57 ,5719,309
7938904494569702,IRB3MAIZ9931,MAIQ1,Mahan Air Ijara,MAIZ,ماهان99,اجاره هواپيمايي ماهان 9903,IRB3MAIZ9936,20221212,2,اجاره هواپيمايي ماهان 9903,A,17,NO,4,69 ,6910,306
8027198225150004,IRB4SM039871,SM3Q1,SOV.Mush3SPL191005,SM03,اشاد3,مشاركت دولتي3-شرايط خاص980713,IRB4SM039875,20221212,2,مشاركت دولتي3-سپه-بودجه1394,A,17,NO,4,69 ,6920,706
8106875813689926,IRO1MOZI0001,MOZI1,Iran Tractor M.,MOZI,تراک,ماشين‌آلات صنعتي تراكتورسازي‌,IRO1MOZI0009,20111019,1,ماشين‌آلات صنعتي تراكتورسازي‌,A,N2,NO,5,29 ,2921,300
8116792664359849,IRR7PSPP0101,PSPX1,Persepolis-R,PSPP,پرسپولیسح,ح . پرسپوليس,IRR7PSPP0101,20220716,4,فرهنگي ورزشي پرسپوليس,A,19,NO,7,93 ,9312,404
8152002614711054,IRB3KM019891,KM1Q1,Ker.MotorMRB191203,KM01,کرمان98,مرابحه كرمان موتور 980912,IRB3KM019892,20221212,2,مرابحه كرمان موتور 980912,A,17,NO,4,69 ,6911,306
8174243655864577,IRB3SS2299C1,S22Q1,SSI-IJR2-SPH210316,SS22,شستا992,اجاره تامين اجتماعي-سپهر991226,IRB3SS2299C3,20221212,2,اجاره شستا-بخش2-سپهر13991226,A,17,NO,4,69 ,6910,306
8175268772799530,IRR1NGFO0101,NGFX1,R. Mill Prod.-R,NGFO,فنوردح,ح . نوردوقطعات‌ فولادي‌,IRR1NGFO0106,20200823,1,نوردوقطعات‌ فولادي‌,A,N2,NO,5,27 ,2710,400
8175784894140974,IRO3PZAZ0001,PZAZ1,Pouya Zarkan,PZAZ,فزر,پويا زركان آق دره,IRO3PZAZ0009,20230819,2,پويا زركان آق دره,A,1Z,NO,1,13 ,1320,303
8187498148443422,IRO3ZF470001,ZF471,Shomaregozari,ZF47,شماره گذاری کالا,شماره گذاري كالا و خدمات,IRO3ZF470009,20180721,2,شماره گذاري كالا و خدمات,A,Z1,NO,5,82 ,8299,303
8199503231048929,IRB3KM080461,KM8Q1,Ker.Motor2MRB25824,KM08,کرمان462,مرابحه كرمان موتور-اكسير040602,IRB3KM080464,20230607,2,مرابحه كرمان موتور-اكسير040602,A,17,NO,4,69 ,6911,306
8234855558996646,IRO3KCOZ0001,KCOZ1,Khorasan Oilseeds,KCOZ,غدانه,پنبه و دانه هاي روغني خراسان,IRO3KCOZ0005,20230819,2,كارخانجات دانه روغني خراسان,A,Z1,NO,3,42 ,4214,303
8245207996110059,IRB3TB189871,TB181,TreasuryBill191014,TB18,اخزا606,اسنادخزانه-م6بودجه96-980722,IRB3TB189871,20180721,2,اسنادخزانه-م6بودجه96-980722,A,I1,NO,4,69 ,6940,306
8279693426955446,IRR1BANK0101,BANX1,Bank Melli Inv.-R,BANK,وبانکح,ح. سرمايه گذاري گروه توسعه ملي,IRR1BANK0100,20200823,1,سرمايه گذاري گروه توسعه ملي,A,N1,NO,1,39 ,3999,400
8303557992090046,IRO3ZF380001,ZF381,Gheshm Shipping,ZF38,قشم,خدمات کشتيراني ستاره قشم,IRO3ZF380000,20210914,2,خدمات كشتيراني ستاره قشم,A,Z1,NO,5,60 ,6003,303
8304657348899424,IRO7KZIP0001,KZIP1,Zarin Madan Co.,KZIP,فزرین,زرين معدن آسيا,IRO7KZIP0004,20120606,2,زرين معدن آسيا,A,P1,NO,7,27 ,2720,309
8310193675733685,IRR3PMSZ0101,PMSX1,Maskan Invest.-R,PMSZ,ثشرقح,ح.سرمايه گذاري مسكن شمال شرق,IRR3PMSZ0106,20131208,2,سرمايه گذاري مسكن شمال شرق,A,Z1,NO,1,70 ,7021,403
8384385859414435,IRXYXTPI0026,YTP26,TotalEqualWeightPr,IDXS,شاخص قیمت(هم وزن6),شاخص قيمت (هم وزن),IRXYXTPI0025,20171213,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,67
8390255966699876,IRR3GHMP0101,GHMX1,Ghavamin Bank-R,GHMP,وقوامح,ح.بانك قوامين,IRR3GHMP0102,20120703,2,بانك قوامين,A,Z1,NO,5,65 ,6519,403
8403167990439117,IRO1BMLI0001,BMLI1,Melli Industry,BMLI,ثملی,بين المللي ساختمان و صنعت ملي,IRO1BMLI0000,20230819,1,بين المللي ساختمان و صنعت ملي,A,N2,NO,5,70 ,7010,300
8444217089800070,IRR3MNOZ0101,MNOX1,Minoo Co.-R,MNOZ,غمینوح,ح . شركت صنايع غذايي مينو شرق,IRR3MNOZ0102,20220418,2,شركت صنايع غذايي مينو شرق,A,1Z,NO,1,42 ,4243,403
8454798808612639,IRB1SF030001,SF3Q1,Oraghe Manfaat,SF03,افاد3,اوراق منفعت دولت,IRB1SF030009,20191006,2,اوراق منفعت دولت,A,R1,NO,4,69 ,6946,402
8493402572044871,IRB3W00301C1,W0031,PCC Shahr20230320,W003,گام011261,گواهي اعتبار مولد شهر0112,IRB3W00301C8,20221212,2,گواهي اعتبار مولد شهر0112,A,17,NO,4,69 ,6922,306
8546641293412808,IRB3KA010631,KA011,Karun airMRB270527,KA01,کارون06,مرابحه هواپيمايي كارون 060306,IRB3KA010630,20230607,2,هواپيمايي كارون 0603,A,17,NO,4,69 ,6911,306
8559354261956680,IRO1ALPS0001,ALPS1,Pars Aluminum,ALPS,فپارس,آلومينيم‌ پارس‌,IRO1ALPS0006,20090716,1,آلومينيم‌ پارس‌,A,N2,NO,5,27 ,2720,300
8590994832698963,IRO3IPTZ0001,IPTZ1,Ir.Inv.Petr.,IPTZ,پترول,گروه پتروشيمي س. ايرانيان,IRO3IPTZ0009,20150927,2,گروه پتروشيمي س.  ايرانيان,A,Z1,NO,3,44 ,4499,303
8603978909726038,IRT3VC030001,VC031,ArmaniTech VCF-VR,VC03,آرمانی,ص.س.جسورانه فناوري آرماني,IRT3VC030007,20230515,2,ص.س.جسورانه فناوري آرماني,A,T1,NO,4,68 ,6815,305
8605864619430858,IRR3DCAZ0101,DCAX1,Dona Catering-R,DCAZ,گدناح,ح.تهيه توزيع غذاي دناآفرين فدك,IRR3DCAZ0102,20230102,2,تهيه توزيع غذاي دنا آفرين فدك,A,1Z,NO,1,55 ,5520,403
8619939875418811,IRR3PTRZ0101,PTRX1,Palayesh Tehran-R,PTRZ,شترانح,ح. پالايش نفت تهران,IRR3PTRZ0100,20160326,2,پالايش نفت تهران,A,Z1,NO,3,23 ,2320,403
8632180647649495,IRR3SSTZ0101,SSTX1,Shahrood Steel-R,SSTZ,فرودح,ح . فولاد شاهرود,IRR3SSTZ0106,20230613,2,فولاد شاهرود,A,Z1,NO,3,27 ,2710,403
8646067353086740,IRO3BLSZ0001,BLSZ1,Const and Rail,BLSZ,بالاس,مهندسي ساختمان تاسيسات راه آهن,IRO3BLSZ0001,20230819,2,مهندسي ساختمان تاسيسات راه آهن,A,Z1,NO,3,45 ,4520,303
8661351019055429,IRB3SHCM98C1,SHCQ1,Shargh Murabaha,SHCM,صشرق98,مرابحه سيمان شرق 981226,IRB3SHCM98C3,20160316,2,مرابحه سيمان شرق 981226,A,Z1,NO,5,69 ,6911,306
8676363345079392,IRR1BARZ0101,BARX1,Kerman Tire-R,BARZ,پکرمانح,ح . گروه‌ صنعتي‌ بارز,IRR1BARZ0109,20171213,1,گروه‌ صنعتي‌ بارز,A,N2,NO,5,25 ,2511,400
8685676232487546,IRB3MF010591,MF011,Moshfegh MRB261212,MF01,مشفق05,مرابحه ت.صنعتي مشفق14050921,IRB3MF010591,20230607,2,مرابحه توسعه صنعتي مشفق,A,17,NO,4,69 ,6911,306
8725363201030474,IRO3IZIZ0001,IZIZ1,Iranian Zinc Ind.,IZIZ,فگستر,گسترش صنايع روي ايرانيان,IRO3IZIZ0000,20230819,2,گسترش صنايع روي ايرانيان,A,1Z,NO,1,27 ,2720,303
8731565448647588,IRR1MSMI0101,MSMX1,I. N. C. Ind.-R,MSMI,فملیح,ح . ملي‌ صنايع‌ مس‌ ايران‌,IRR1MSMI0102,20200823,1,ملي‌ صنايع‌ مس‌ ايران‌‌,A,N1,NO,1,27 ,2720,400
8771016963657763,IRO1IRVG0001,IRVG1,Iran & West,IRVG,پغرب,ايران‌ و غرب‌,IRO1IRVG0008,20081126,1,ايران‌ و غرب‌,A,N4,NO,4,25 ,2520,300
8790413783522890,IRR3SJSZ0101,SJSX1,SirjanJahanSteel-R,SJSZ,فجهانح,ح. مجتمع جهان فولاد سيرجان,IRR3SJSZ0108,20221102,2,مجتمع جهان فولاد سيرجان,A,16,NO,1,27 ,2710,403
8817369445940242,IRO3MSZ95061,MK721,BANK MASKAN,MSKZ,تسه9506,امتياز تسهيلات مسكن شهريور 95,IRO3MSZ95063,20180721,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
8823734825807435,IRR1KTAK0101,KTAX1,Tak Cable-R,KTAK,بتکح,ح . كابلسازي‌ تك‌,IRR1KTAK0103,20100411,1,كابلسازي‌ تك‌,A,N2,NO,5,31 ,3130,400
8868496867452117,IRB3SM019871,SM1Q1,Sovereign Mush.,SM01,اشاد1,مشاركت دولت مرحله1 1394-980713,IRB3SM019878,20170207,2,مشاركت دولت مرحله1-1394-980713,A,Z1,NO,4,69 ,6920,306
8897331139163152,IRB4SO090621,O09Q1,SOV.GMR108SP270508,SO09,اراد108,مرابحه عام دولت108-ش.خ060218,IRB4SO090629,20230607,2,مرابحه عام دولت108-ش.خاص0602,A,17,NO,4,69 ,6945,706
8900726085939949,IRX6X72T0006,X72T6,Index Group 72,IDXS,72-رایانه6,72-رايانه,IRX6X72T0001,20171212,1,شركت شاخص,I,00,ID,6,X1 ,X1  ,68
8905255747609110,IRO6MSKZ0021,MZ291,Mortgage Right0002,MSKZ,تسه0002,امتيازتسهيلاتمسكن ارديبهشت1400,IRO6MSKZ0022,20230717,2,بانك مسكن,A,M1,NO,4,59 ,5910,307
8915450910866216,IRO1DZAH0001,DZAH1,Zahravi Phar.,DZAH,دزهراوی,داروسازي‌زهراوي‌,IRO1DZAH0007,20230819,1,‌داروسازي‌زهراوي‌,A,N2,NO,5,43 ,4323,300
8925014401660396,IRB3SS0299C1,SS2Q1,S.S.Inv.IJR2103,SS02,تامین99,اجاره س.تامين اجتماعي991223,IRB3SS0299C5,20180314,2,اجاره شستا بخش دوم13991223,A,Z1,NO,4,69 ,6910,306
8977369674477111,IRO1TBAS0001,TBAS1,Negin Tabas L.,TBAS,کطبس,ذغال‌سنگ‌ نگين‌ ط‌بس‌,IRO1TBAS0004,20230819,1,ذغال‌سنگ‌ نگين‌ ط‌بس‌,A,N1,NO,3,10 ,1010,300
8977441217024425,IRO1SEPA0001,SEPA1,Sepahan Group,SEPA,فسپا,گروه‌صنعتي‌سپاهان‌,IRO1SEPA0005,20230819,1,گروه‌صنعتي‌سپاهان‌,A,N1,NO,3,27 ,2710,300
8981227815720204,IRR1BRKT0101,BRKX1,G.Barekat Pharm-R,BRKT,برکتح,ح . گروه دارويي بركت,IRR1BRKT0105,20230628,1,گروه دارويي بركت,A,N1,NO,3,43 ,4399,400
8992202615765020,IRR1SSIN0101,SSIX1,Iran Chem. Ind.-R,SSIN,شیرانح,ح . س. صنايع‌شيميايي‌ايران‌,IRR1SSIN0105,20191014,1,س. صنايع‌شيميايي‌ايران,A,N1,NO,3,44 ,4411,400
8998028460617344,IRR1GERD0101,GERX1,Yazd Gerdbaf-R,GERD,نگرباح,ح . گردباف‌ يزد,IRR1GERD0106,20081126,1,گردباف‌ يزد,A,N4,NO,4,17 ,1711,400
9004820944415926,IRB3TB099661,TB091,IslamicTreasury,TB09,اخزا9,اسناد خزانه اسلامي960613,IRB3TB099666,20170304,2,اسناد خزانه اسلامي960613,A,I1,NO,4,69 ,6940,306
9049928781611298,IRO1ZNGN0001,ZNGN1,Zangan Equip.,ZNGN,شزنگ,تجهيزنيروي‌زنگان‌,IRO1ZNGN0001,20120228,1,تجهيزنيروي‌زنگان‌,A,N2,NO,5,23 ,2320,300
9056363822920274,IRO7BK2P0001,BK2P1,Good Exch. Prd.,BK2P,کالا2,توليدكنندگان بورس كالاي ايران,IRO7BK2P0000,20180721,2,توليدكنندگان بورس كالاي ايران,A,11,NO,7,67 ,6712,309
9075805849723903,IRB4SO060351,O06Q1,SOV.GMR105SP240724,SO06,اراد105,مرابحه عام دولت105-ش.خ030503,IRB4SO060358,20230607,2,مرابحه عام دولت105-ش.خاص0305,A,17,NO,4,69 ,6945,706
9097515773407564,IRO3MSZ91041,MK221,Bank Maskan,MSKZ,تسه9104,امتياز تسهيلات مسكن تيرماه91,IRO3MSZ91047,20180721,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
9098178887955847,IRO1GMSH0001,GMSH1,Shahr Financial G.,GMSH,شهر,گروه مالي شهر,IRO1GMSH0009,20230819,1,گروه مالي شهر,A,N2,NO,5,56 ,5699,300
9109623461944634,IRO3ZF100001,ZF101,Frame Wood,ZF10,فریم,صنايع چوب فريم,IRO3ZF100002,20180721,2,صنايع چوب فريم,A,Z1,NO,5,20 ,2029,303
9116457179631467,IRR7BE3P0101,BE3X1,Other People en-R,BE3P,انرژیح3,ح ساير اشخاص بورس انرژي,IRR7BE3P0108,20180721,4,ساير اشخاص بورس انرژي,A,P1,NO,7,67 ,6712,404
9130678791176482,IRI3I0010001,I0011,startter Khodro,I001,استارتر دیجیتال,استارتر ديجيتال ضد سرقت خودرو,IRI3I0010004,20180721,2,استارتر ديجيتال ضدسرقت خودرو,A,Z1,NO,5,76 ,7612,903
9141577977527107,IRO7VIRP0001,VIRP1,Iran Inds. Co.,VIRP,وایرا,سرمايه گذاري صنايع ايران,IRO7VIRP0001,20230821,4,سرمايه گذاري صنايع ايران,A,P1,NO,7,56 ,5699,309
9171279728707865,IRR1BMPS0101,BMPX1,Pars Int. Mfg.-R,BMPS,شپارسح,ح . بين‌ المللي‌محصولات پارس‌,IRR1BMPS0106,20210613,1,بين‌ المللي‌ محصولات‌  پارس‌,A,N2,NO,5,44 ,4424,400
9211775239375291,IRO3ZOBZ0001,ZOBZ1,S*Isfahan Steel,ZOBZ,ذوب,سهامي ذوب آهن  اصفهان,IRO3ZOBZ0009,20211211,2,سهامي ذوب آهن اصفهان,A,Z1,NO,3,27 ,2710,303
9253164172599337,IRB3W0360291,W0361,PCC Sanat 20231221,W036,گام020911,گواهي اعتبارمولد صنعت020930,IRB3W0360290,20230607,2,گواهي مولدبانك صنعت و معدن0209,A,17,NO,4,69 ,6922,306
9260930191570567,IRO3ZF930001,ZF931,Alborz Coal,ZF93,زغالسنگ البرز,زغالسنگ  البرز شرقي,IRO3ZF930002,20180721,2,زغالسنگ البرز شرقي,A,Z1,NO,5,10 ,1010,303
9319633797644863,IRO3ZF240001,ZF241,Rail Gostar,ZF24,ریل گستر,حمل و نقل ريلي گسترش,IRO3ZF240006,20180721,2,حمل و نقل ريلي گسترش,A,Z1,NO,5,60 ,6010,303
9415485181272594,IRR1PBSH0101,PBSX1,Shiraz Textile-R,PBSH,نشیراح,ح . پارچه‌ بافي‌ شيراز,IRR1PBSH0103,20081126,1,پارچه‌ بافي‌ شيراز,A,N4,NO,4,17 ,1711,400
9426409412915340,IRB1QM060001,QM6Q1,Quotes 06,QM06,مظنه6,مظنه پذيره6- اوراق منفعت دولت,IRB1QM060009,20220525,2,مظنه پذيره نويسي اوراق دولتي6,A,18,NO,4,69 ,6946,402
9446254658865991,IRR7PMMP0101,PMMX1,Mamasani Petro.-R,PMMP,ممسنیح,ح.پتروشيمي ممسني,IRR7PMMP0100,20180721,4,پتروشيمي ممسني,A,P1,NO,7,44 ,4411,404
9457195379270268,IRO3ZF150001,ZF151,Pars Machine Mfg,ZF15,ماشین پارس,ماشين سازي پارس,IRO3ZF150007,20180721,2,ماشين سازي پارس,A,Z1,NO,5,28 ,2811,303
9481703061634967,IRO1IPAR0001,IPAR1,Parsian,IPAR,پارسیان,بيمه پارسيان,IRO1IPAR0002,20230819,1,بيمه پارسيان,A,N1,NO,3,66 ,6603,300
9536587154100457,IRO1BPAS0001,BPAS1,S*Pasargad Bank,BPAS,وپاسار,بانك  پاسارگاد,IRO1BPAS0008,20230819,1,بانك پاسارگاد,A,N1,NO,3,57 ,5719,300
9546211590069761,IRR3DIBZ0101,DIBX1,Damavand InvBank-R,DIBZ,تماوندح,ح. تامين سرمايه دماوند,IRR3DIBZ0105,20230815,2,تامين سرمايه دماوند,A,Z1,NO,3,67 ,6719,403
9586715245691917,IRB3TB469921,TB461,TreasuryBill200513,TB46,اخزا715,اسنادخزانه-م15بودجه97-990224,IRB3TB469927,20190618,2,اسنادخزانه اسلامي-م15بودجه1397,A,I1,NO,4,69 ,6940,306
9609565131304189,IRO3ZF300001,ZF301,Iran Zamin,ZF30,ایران زمین,پذيره بانك ايران زمين,IRO3ZF300008,20180721,2,بانك ايران زمين,A,Z1,NO,5,65 ,6519,303
9615049964433782,IRB3ZD010651,ZD011,ZagrosD MRB 270821,ZD01,زاگرس دارو06,مرابحه زاگرس داروپارسيان060530,IRB3ZD010655,20230821,2,دارو ونهاده زاگرس داروپارسيان,A,17,NO,4,69 ,6911,306
9620810728784120,IRB3CD0695C1,CD6Q1,Tourism 201703,CD06,گردش952,گواهي سپرده عام گردشگري951215,IRB3CD0695C0,20170304,2,گواهي سپرده عام گردشگري951215,A,Z1,NO,4,69 ,6930,306
9668593549286900,IRB3TF0302C1,TF3Q1,TFardaIJRSEP240225,TF03,تابان03,اجاره تابان سپهر14021206,IRB3TF0302C2,20230607,2,اجاره تابان فردا سپهر 021206,A,17,NO,4,69 ,6910,306
9698674686691945,IRO1KPRS0001,KPRS1,Pars Tile,KPRS,کپارس,كاشي‌ پارس‌,IRO1KPRS0008,20230819,1,كاشي‌ پارس‌,A,N2,NO,5,49 ,4993,300
9708343766978217,IRB1QM100001,QMAQ1,Quotes 10,QM10,مظنه10,مظنه پذيره10- اوراق منفعت دولت,IRB1QM100003,20210310,2,مظنه پذيره نويسي اوراق دولتي10,A,18,NO,4,69 ,6946,402
9719467534379530,IRO3TBTZ0001,TBTZ1,Toka boton Co.,TBTZ,توکا بتن,توكا بتن,IRO3TBTZ0002,20121203,2,توكا بتن,A,Z1,NO,5,54 ,5495,303
9735952970352083,IRXZXTPT0006,XTPT6,IFB Trans&Str Indx,IDXS,حمل ونقل انباردار6,حمل و نقل و انبارداري فرابورس,IRXZXTPT0005,20180721,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,69
9761381741308262,IRO7SHOP0001,SHOP1,Shomal Invest.,SHOP,وشمال,س. چشم انداز توسعه شمال,IRO7SHOP0000,20230819,4,س. چشم انداز توسعه شمال,A,P1,NO,7,56 ,5699,309
9807139177747641,IRR1NEOP0101,NEOX1,Bahman Neopan-R,NEOP,چنوپاح,ح . نيوپان‌ 22 بهمن‌,IRR1NEOP0106,20100411,1,نيوپان‌ 22 بهمن‌,A,N2,NO,5,20 ,2021,400
9866485009925582,IRR1PSER0101,PSEX1,Pars Ceram-R,PSER,کسرامح,ح . پارس‌ سرام‌,IRR1PSER0108,20171213,1,پارس‌ سرام‌,A,N2,NO,5,54 ,5491,400
9873430050367304,IRT3VC150001,VC151,Data VCF-VR,VC15,دیتا,ص.ج.فناوري هاي تكاملي20% تاديه,IRT3VC150003,20230515,2,ص.س.جسورانه فناوري هاي تكاملي,A,T1,NO,4,68 ,6815,305
9882348775152461,IRB3TB940351,TB941,TreasuryBill240812,TB94,اخزا004,اسنادخزانه-م4بودجه00-030522,IRB3TB940356,20220906,2,اسنادخزانه اسلامي-م4بودجه1400,A,I1,NO,4,69 ,6940,306
9890812071233870,IRB3MERZ95C1,MERQ1,Meraz company,MERZ,مراز1,مشاركت شيراز سه ماهه 20 درصد,IRB3MERZ95C9,20170304,2,مشاركت شيراز سه ماهه 20 درصد,A,Z1,NO,4,69 ,6921,306
9896581065558383,IRO3MSZ93061,MK481,BANK MASKAN,MSKZ,تسه9306,امتيازتسهيلات مسكن شهريورماه93,IRO3MSZ93068,20140923,2,بانك مسكن,A,Z1,NO,4,59 ,5910,303
9925324137489171,IRR3DTDZ0101,DTDX1,Tolid Daroo-R,DTDZ,دتولیدح,ح. داروسازي توليد دارو,IRR3DTDZ0100,20230805,2,داروسازي توليد دارو,A,1Z,NO,1,43 ,4323,403
9925667573671884,IRB3TB299851,TB291,TreasuryBill190814,TB29,اخزا622,اسنادخزانه-م22بودجه96-980523,IRB3TB299852,20180721,2,اسنادخزانه اسلامي-م22بودجه1396,A,I1,NO,4,69 ,6940,306
9987529074833218,IRO7ABYP0001,ABYP1,Abshirin Agro,ABYP,آبین,كشت و صنعت آبشيرين,IRO7ABYP0004,20230819,4,كشت و صنعت آبشيرين,A,P1,NO,7,01 ,0111,309
10018675423568797,IRR7KIVP0101,KIVX1,Keivan-R,KIVP,غیوانح,ح.كيوان,IRR7KIVP0100,20200930,4,كيوان,A,L1,NO,7,42 ,4241,404
10024128313803797,IRO3GDSZ0001,GDSZ1,Golgasht Nemouneh,GDSZ,زگلدشت,كشت و دام گلدشت نمونه اصفهان,IRO3GDSZ0006,20230819,2,كشت و دام گلدشت نمونه اصفهان,A,1Z,NO,1,01 ,0121,303
10051281467803178,IRB3TB429841,TB421,TreasuryBill190721,TB42,اخزا711,اسنادخزانه-م11بودجه97-980430,IRB3TB429848,20180910,2,اسنادخزانه اسلامي-م11بودجه1397,A,I1,NO,4,69 ,6940,306
10055255678920880,IRO7MIVP0001,MIVP1,Melat Investment,MIVP,وملت,سرمايه گذاري ملت,IRO7MIVP0006,20230819,4,سرمايه گذاري ملت,A,C1,NO,7,56 ,5699,309
10079795343879888,IRR1FRIS0101,FRIX1,Iran Ferr.-R,FRIS,فروسح,ح . فروسيليس‌ ايران‌,IRR1FRIS0106,20230114,1,فروسيليس‌ ايران‌,A,N1,NO,1,27 ,2710,400
10103996608068340,IRR1PYSZ0101,PYSX1,Paysaz-R,PYSZ,فپایح,ح . پايساز,IRR1PYSZ0104,20081126,1,پايساز,A,N4,NO,4,28 ,2812,400
10114441830266109,IRO3DCAZ0001,DCAZ1,Dona Catering,DCAZ,گدنا,تهيه توزيع غذاي دنا آفرين فدك,IRO3DCAZ0000,20230819,2,تهيه توزيع غذاي دنا آفرين فدك,A,1Z,NO,1,55 ,5520,303
10120557300120078,IRO1SHND0001,SHND1,Sahand Rubber,SHND,پسهند,صنايع‌ لاستيكي‌  سهند,IRO1SHND0001,20230819,1,صنايع‌ لاستيكي‌  سهند,A,N2,NO,5,25 ,2519,300
10122902397292564,IRR7KOSP0101,KOSX1,Kowsar F.&C.-R,KOSP,وکوثرح,ح. مالي و اعتباري كوثر مركزي,IRR7KOSP0107,20150912,4,مالي و اعتباري كوثر مركزي,A,C1,NO,7,57 ,5719,404
10125150304958552,IRR1BEPP0101,BEPX1,Behpaak-R,BEPP,غبهپاکح,ح . بهپاك‌,IRR1BEPP0109,20090716,1,بهپاك‌,A,N2,NO,5,42 ,4214,400
10125793769957607,IRB3PNTZ93C1,PNTZ1,Panaft,PNTZ,پانفت,مشاركت نفت فصلي 17درصد,IRB3PNTZ93C4,20110313,2,مشاركت نفت فصلي 17درصد,A,Z1,NO,5,23 ,2320,306
10134751929001651,IRR1NOSH0101,NOSX1,Noush Maz.-R,NOSH,غنوشح,ح . نوش‌مازندران‌,IRR1NOSH0100,20171213,1,نوش‌مازندران‌,A,N2,NO,5,42 ,4213,400
10145129193828624,IRT1CNGF0001,CNGF1,Negin ETF,CNGF,نگین,ص.س. زمين و ساختمان نگين شهرري,IRT1CNGF0007,20230227,1,ص.س. زمين و ساختمان نگين شهرري,A,H1,NO,4,68 ,6813,305
10157407031358922,IRR1CRBN0101,CRBX1,Iran Carbon-R,CRBN,شکربنح,ح . كربن‌ ايران‌,IRR1CRBN0101,20171213,1,كربن‌ ايران‌,A,N1,NO,3,44 ,4429,400
10168197471714005,IRR1TBAS0101,TBAX1,Negin Tabas L.-R,TBAS,کطبسح,ح . ذغال‌سنگ‌ نگين‌ ط‌بس‌,IRR1TBAS0106,20230114,1,ذغال‌سنگ‌ نگين‌ ط‌بس‌,A,N1,NO,3,10 ,1010,400
10171945867136336,IRO1SITA0001,SITA1,Tamin Cement,SITA,سیتا,سرمايه گذاري سيمان تامين,IRO1SITA0007,20230819,1,سرمايه گذاري سيمان تامين,A,N2,NO,5,53 ,5394,300
10191122735393627,IRO1OS090001,OS091,KhorasanJonobi Inv,OS09,وسخراج,شركت س استان خراسان جنوبي,IRO1OS090005,20230819,1,شركت س استان خراسان جنوبي,A,N2,NO,5,56 ,5699,300
10226952378814458,IRXZXITG0006,XITG6,IFB Com&RelatedAct,IDXS,فناوری اطلاعات فر6,شاخص فناوري اطلاعات فرابورس,IRXZXITG0009,20180721,2,شركت شاخص,I,00,ID,6,X1 ,X1  ,69
10231600590694992,IRB4SF720241,S72Q1,SOV.MNF72SP230702,SF72,افاد72,منفعت دولت7-ش.خاص سپهر0204,IRB4SF720242,20230607,2,منفعت دولت7-شرايط خاص سپهر,A,17,NO,4,69 ,6946,706
10236455588057352,IRO3EELZ0001,EELZ1,Entekhab Elect.,EELZ,انتخاب,گروه انتخاب الكترونيك آرمان,IRO3EELZ0004,20230819,2,صنعتي انتخاب الكترونيك آرمان,A,1Z,NO,1,29 ,2930,303
10315206019246415,IRO3ZF700001,ZF701,Iran Carpet,ZF70,فرش ایران,سهامي فرش ايران,IRO3ZF700009,20130603,2,سهامي فرش ايران,A,Z1,NO,5,17 ,1722,303
10339760823334065,IRB3PLIZ9971,PLIQ1,ParsianLotus Ijara,PLIZ,لوتوس99,اجاره لوتوس پارسيان990717,IRB3PLIZ9971,20221212,2,اجاره لوتوس پارسيان990717,A,17,NO,4,69 ,6910,306
10373878913940603,IRO1GHOP0001,GHOP1,Ghoveh Pars,GHOP,بقوه,قوه‌ پارس‌,IRO1GHOP0000,20081126,1,قوه‌ پارس‌,A,N4,NO,4,31 ,3140,300
10411249540376641,IRO3NAMZ0001,NAMZ1,Asianama N.G.T,NAMZ,ناما,توليدي مخازن گازطبيعي آسياناما,IRO3NAMZ0006,20230819,2,توليدي مخازن گاز آسياناما,A,Z1,NO,3,34 ,3430,303
